Table S1: IEI Candidate Genes without Filter,,,,
,pLI,AssociatedGene,pNull,pRec
2228,1.02E-06,TLR2,0.062658,0.93734
2229,4.61E-09,TLR4,0.17681,0.82319
2230,2.48E-13,TLR5,0.96406,0.035935
2231,2.25E-05,TLR6,0.019936,0.98004
2232,0.97912,TLR7,6.50E-07,0.020881
2233,0.32401,TLR8,0.00012574,0.67586
2234,9.81E-06,TLR9,0.0028048,0.99719
2235,0.91273,TMEM204,0.0005635,0.086705
2236,7.13E-05,TMEM217,0.48139,0.51853
2237,0.0031923,TMEM30A,0.0098432,0.98696
2238,0.022549,TMTC2,4.81E-06,0.97745
2239,0.0044014,TMX3,0.00025941,0.99534
2240,1.26E-07,TNC,2.35E-12,1
2241,0.8033,TNF,0.00099505,0.19571
2242,0.38452,TNFAIP8,0.039701,0.57578
2243,0.5379,TNFAIP8L1,0.052774,0.40932
2244,5.07E-15,TNFRSF10A,0.99292,0.0070804
2245,0.00019928,TNFRSF10B,0.021183,0.97862
2246,3.16E-06,TNFRSF10C,0.80366,0.19634
2247,3.00E-08,TNFRSF10D,0.47814,0.52186
2248,0.16171,TNFRSF11B,0.00057538,0.83772
2249,0.50201,TNFRSF1B,0.00015738,0.49783
2250,0.040615,TNFRSF21,0.0011743,0.95821
2251,0.0086475,TNFRSF25,0.00048084,0.99087
2252,0.86407,TNFRSF8,1.25E-07,0.13593
2253,0.13495,TNFSF10,0.0039428,0.86111
2254,0.98193,TNFSF13B,1.11E-05,0.018059
2255,0.049378,TNFSF4,0.24829,0.70233
2256,0.75809,TNFSF8,0.0017797,0.24013
2257,1,TNIK,8.48E-26,3.68E-08
2258,0.47559,TNIP1,3.24E-07,0.52441
2259,0.0015926,TNIP2,0.0054855,0.99292
2260,0.01544,TNIP3,0.00020585,0.98435
2261,8.22E-12,TNK2,0.0069494,0.99305
2262,0.082629,TNKS1BP1,2.17E-10,0.91737
2263,0.096284,TNNI3,0.0070649,0.89665
2264,1,TNRC6B,2.83E-27,9.12E-09
2265,0.059861,TNS1,3.03E-12,0.94014
2266,1,TNS3,5.87E-19,3.31E-06
2267,0.081141,TOLLIP,0.0093513,0.90951
2268,1,TOP1,9.64E-21,1.20E-08
2269,1,TOPBP1,1.41E-27,6.95E-11
2270,0.031987,TOX2,0.0016889,0.96632
2271,1.30E-05,TP53AIP1,0.87375,0.12624
2272,0.99985,TP53BP1,3.40E-21,0.00014629
2273,0.0025482,TP53BP2,7.94E-09,0.99745
2274,5.95E-11,TP53I3,0.96574,0.034257
2275,0.00046552,TP53INP1,0.31577,0.68376
2276,0.00077469,TP53RK,0.44678,0.55244
2277,4.44E-07,TP53TG5,0.60623,0.39377
2278,0.99728,TP63,3.68E-11,0.0027237
2279,0.99696,TP73,1.17E-09,0.0030391
2280,0.003978,TPCN1,2.06E-08,0.99602
2281,8.49E-05,TPD52,0.21085,0.78906
2282,1.49E-05,TPD52L1,0.33812,0.66186
2283,1.94E-10,TPRG1,0.96438,0.035617
2284,0.099502,TRADD,0.0066872,0.89381
2285,0.0035639,TRAF1,0.0084255,0.98801
2286,0.99979,TRAF2,2.05E-10,0.00020792
2287,0.93602,TRAF4,2.15E-06,0.06398
2288,1.67E-12,TRAF5,0.65001,0.34999
2289,0.99739,TRAF6,1.98E-08,0.0026125
2290,2.29E-14,TRAPPC9,0.00045722,0.99954
2291,0.00089084,TRH,0.18833,0.81078
2292,0.056508,TRIAP1,0.21995,0.72355
2293,1.16E-13,TRIB3,0.99675,0.0032549
2294,3.35E-09,TRIM21,0.47073,0.52927
2295,1,TRIM24,2.43E-20,6.49E-08
2296,0.0041202,TRIM25,0.00028538,0.99559
2297,1,TRIM28,3.27E-15,2.23E-06
2298,6.90E-14,TRIM55,0.8832,0.1168
2299,0.00013625,TRIM56,0.035302,0.96456
2300,2.57E-09,TRIM69,0.52621,0.47379
2301,1,TRIO,1.49E-48,4.46E-16
2302,0.0032632,TRIP6,0.0019673,0.99477
2303,0.012904,TRPC1,2.22E-06,0.98709
2304,2.72E-10,TRPM6,4.43E-14,1
2305,1,TRPS1,9.74E-17,1.02E-06
2306,1.01E-16,TRPV1,0.87302,0.12698
2307,2.24E-16,TRPV4,0.80389,0.19611
2308,1,TSC1,8.07E-20,1.06E-07
2309,1,TSC2,1.54E-32,6.39E-13
2310,0.4339,TSC22D3,0.028271,0.53783
2311,3.04E-15,TSHR,0.96296,0.037041
2312,9.63E-07,TSNARE1,0.015423,0.98458
2313,0.97908,TSPAN14,3.23E-06,0.020919
2314,0.059759,TSPAN3,0.015122,0.92512
2315,0.65913,TSPAN9,0.0010259,0.33985
2316,0.00013409,TSSK1B,0.57884,0.42103
2317,2.55E-06,TTC1,0.24268,0.75731
2318,0.99998,TTC7B,8.41E-16,1.76E-05
2319,0.0012734,TTK,1.07E-07,0.99873
2320,0.0031466,TUB,8.53E-05,0.99677
2321,0.0074331,TUBA1C,0.014151,0.97842
2322,0.97889,TUBB,3.30E-06,0.021102
2323,1.23E-12,TUBGCP5,3.68E-05,0.99996
2324,3.46E-06,TUSC3,0.054384,0.94561
2325,0.34491,TWIST1,0.051962,0.60313
2326,8.57E-09,TXK,0.0047211,0.99528
2327,0.20119,TXN,0.039899,0.75891
2328,0.15918,TXNIP,0.00059288,0.84023
2329,1.61E-06,TXNRD1,0.0015484,0.99845
2330,0.72247,TYMS,0.00011098,0.27742
2331,8.33E-10,TYRO3,0.001121,0.99888
2332,0.20238,TYROBP,0.039465,0.75815
2333,6.56E-25,TYRP1,0.99999,7.44E-06
2334,0.59849,UBA52,0.0083074,0.39321
2335,0.016904,UBB,0.25533,0.72776
2336,0.14161,UBC,0.0036138,0.85478
2337,0.92267,UBE2F,8.47E-05,0.07725
2338,0.94063,UBE2H,4.33E-05,0.059322
2339,0.96496,UBE2I,5.70E-05,0.034978
2340,0.83844,UBE2L3,0.002779,0.15878
2341,0.88156,UBE2N,0.0012342,0.1172
2342,0.0054862,UBR1,6.10E-17,0.99451
2343,1,UBR3,1.77E-30,6.17E-11
2344,NA,UHRF1,NA,NA
2345,8.28E-07,UIMC1,0.00016468,0.99983
2346,0.99318,ULK1,2.87E-12,0.0068229
2347,1.88E-08,ULK2,2.60E-06,1
2348,0.0008813,UNC5C,8.94E-07,0.99912
2349,0.92929,UNC5D,9.39E-10,0.070706
2350,0.00037588,UPP1,0.1482,0.85143
2351,3.20E-08,UQCC1,0.22865,0.77135
2352,0.023545,USF1,0.00054351,0.97591
2353,0.99253,USF2,2.58E-07,0.0074694
2354,0.99691,USP1,1.23E-09,0.0030942
2355,0.99411,USP10,2.41E-10,0.0058875
2356,1,USP34,1.79E-68,4.13E-25
2357,1.61E-09,USP4,1.79E-05,0.99998
2358,2.95E-35,USP6,0.9923,0.0077019
2359,1,USP7,2.58E-30,2.71E-12
2360,1,USP9X,9.18E-37,6.10E-15
2361,0.43933,UST,0.00025431,0.56041
2362,0.99983,UTP14A,2.45E-11,0.00016751
2363,1.00E-19,UTRN,8.03E-25,1
2364,0.98942,UVRAG,1.01E-09,0.010582
2365,0.18554,VAC14,7.39E-07,0.81446
2366,0.94665,VASP,1.36E-06,0.053344
2367,0.99993,VAV1,1.71E-16,6.55E-05
2368,3.11E-06,VAV2,2.04E-07,1
2369,8.45E-14,VAV3,0.00034652,0.99965
2370,0.79791,VCAM1,1.82E-06,0.20209
2371,1,VCAN,2.59E-28,4.71E-08
2372,0.046788,VCL,2.66E-09,0.95321
2373,0.99999,VCP,1.31E-14,7.60E-06
2374,1.68E-05,VDR,0.029646,0.97034
2375,2.41E-05,VEGFA,0.018168,0.98181
2376,1.31E-09,VEGFB,0.97031,0.029694
2377,0.49565,VEGFC,0.00016531,0.50418
2378,2.30E-22,VEPH1,0.99676,0.0032358
2379,0.072826,VGLL4,0.04949,0.87768
2380,0.079515,VHL,0.043535,0.87695
2381,0.71255,VIM,2.50E-05,0.28742
2382,0.00041995,VIP,0.33794,0.66164
2383,0.96271,VMP1,5.54E-07,0.037294
2384,0.32523,VOPP1,0.014274,0.6605
2385,9.31E-22,VPS13A,1.96E-18,1
2386,1.07E-06,VPS13D,4.85E-31,1
2387,2.41E-16,VPS33B,0.41849,0.58151
2388,1.40E-07,VPS53,1.75E-05,0.99998
2389,5.11E-08,VPS8,8.56E-12,1
2390,0.0021149,VRK1,0.0007463,0.99714
2391,1.57E-11,VRK2,0.42794,0.57206
2392,1.50E-10,VTN,0.42064,0.57936
2393,2.60E-29,VWA5A,0.99999,1.33E-05
2394,3.22E-25,VWF,1.09E-10,1
2395,0.30288,WARS,0.0001493,0.69697
2396,0.99757,WASF1,1.65E-08,0.002427
2397,0.97567,WASF2,9.49E-07,0.024329
2398,0.87654,WASL,2.37E-06,0.12345
2399,1,WDFY3,2.23E-66,2.17E-25
2400,0.99973,WEE1,7.82E-11,0.0002697
2401,1,WNK1,1.09E-34,2.22E-12
2402,6.88E-25,WNK4,0.98011,0.019887
2403,0.3263,WNT1,0.0029841,0.67072
2404,0.96491,WNT3A,1.16E-05,0.035081
2405,0.98732,WNT5A,9.42E-07,0.012675
2406,2.64E-34,WRN,0.97217,0.027833
2407,0.99648,WT1,8.30E-09,0.0035204
2408,0.00039438,WWC1,9.63E-10,0.99961
2409,0.93914,WWTR1,9.35E-06,0.060851
2410,6.82E-12,XAF1,0.98148,0.018524
2411,7.87E-05,XPA,0.070907,0.92901
2412,3.69E-11,XPC,0.0040103,0.99599
2413,1,XPO1,4.81E-24,5.28E-10
2414,0.99999,XRCC5,9.93E-16,5.08E-06
2415,0.99904,XRCC6,3.52E-10,0.00096318
2416,0.0013246,XXYLT1,0.12707,0.8716
2417,0.92418,XYLT1,5.54E-09,0.075821
2418,0.99918,YAP1,1.18E-09,0.00082253
2419,8.06E-06,YBX3,0.075503,0.92449
2420,4.01E-05,YES1,0.00037388,0.99959
2421,0.98314,YWHAB,9.36E-06,0.016848
2422,0.98479,YWHAE,7.27E-06,0.0152
2423,0.964,YWHAG,6.10E-05,0.035935
2424,0.78366,YWHAH,0.0012971,0.21505
2425,0.69755,YWHAQ,0.00070791,0.30175
2426,0.93965,YWHAZ,4.52E-05,0.060303
2427,0.9938,YY1,8.07E-07,0.0061988
2428,0.99907,ZBTB16,1.60E-09,0.00093147
2429,0.97382,ZBTB20,2.30E-07,0.026176
2430,0.34362,ZBTB7B,0.00053082,0.65585
2431,0.16087,ZBTB7C,0.0028528,0.83627
2432,2.32E-05,ZC3HAV1,3.37E-05,0.99994
2433,0.99376,ZCCHC2,5.63E-11,0.0062391
2434,0.7151,ZDHHC14,2.43E-05,0.28488
2435,1,ZEB2,2.69E-17,5.99E-07
2436,0.013918,ZFP1,0.0057773,0.98031
2437,3.85E-07,ZFP30,0.052416,0.94758
2438,0.75244,ZFP36,0.0019015,0.24566
2439,0.67406,ZFP36L1,0.0042935,0.32165
2440,1,ZFPM2,7.04E-16,4.41E-06
2441,0.90244,ZFYVE9,1.78E-11,0.097557
2442,0.00019034,ZMAT3,0.092903,0.90691
2443,0.99937,ZMIZ1,4.30E-14,0.0006336
2444,1,ZMYND8,4.19E-21,6.08E-08
2445,0.021156,ZNF107,0.4399,0.53895
2446,0.0092003,ZNF112,1.80E-05,0.99078
2447,0.0067173,ZNF114,0.45689,0.53639
2448,0.039662,ZNF12,5.00E-05,0.96029
2449,0.010911,ZNF124,0.3495,0.63959
2450,1.17E-06,ZNF140,0.79092,0.20908
2451,0.99997,ZNF148,2.52E-12,3.42E-05
2452,6.62E-07,ZNF155,0.91748,0.08252
2453,9.67E-06,ZNF157,0.43256,0.56743
2454,9.60E-12,ZNF169,0.91811,0.081894
2455,1.27E-07,ZNF175,0.052136,0.94786
2456,9.47E-13,ZNF181,0.95899,0.041011
2457,0.0036775,ZNF184,6.81E-05,0.99625
2458,4.31E-06,ZNF19,0.36594,0.63406
2459,1.80E-06,ZNF200,0.31471,0.68529
2460,0.032326,ZNF205,0.00033747,0.96734
2461,0.00053339,ZNF222,0.52555,0.47391
2462,5.24E-15,ZNF226,0.90422,0.09578
2463,9.25E-11,ZNF227,0.10078,0.89922
2464,1.08E-07,ZNF23,0.20866,0.79134
2465,0.083152,ZNF230,0.14694,0.76991
2466,3.38E-10,ZNF235,0.24786,0.75214
2467,4.08E-05,ZNF25,0.039922,0.96004
2468,1.83E-12,ZNF251,0.94002,0.059977
2469,0.00050407,ZNF254,0.53703,0.46246
2470,5.46E-10,ZNF263,0.16199,0.83801
2471,0.017108,ZNF267,0.25287,0.73002
2472,6.33E-14,ZNF268,0.41659,0.58341
2473,0.027091,ZNF273,0.16653,0.80637
2474,0.16317,ZNF282,2.32E-05,0.83681
2475,0.00019368,ZNF302,0.091059,0.90875
2476,1.21E-08,ZNF311,0.061237,0.93876
2477,0.97927,ZNF331,3.16E-06,0.020727
2478,7.79E-18,ZNF333,0.98471,0.015285
2479,0.0036778,ZNF337,0.34815,0.64817
2480,1.88E-06,ZNF33B,0.0060303,0.99397
2481,0.0053489,ZNF343,0.26832,0.72634
2482,5.64E-06,ZNF354A,0.0061594,0.99384
2483,0.00046761,ZNF365,0.0064515,0.99308
2484,0.90568,ZNF367,0.00014104,0.094182
2485,0.65437,ZNF385D,0.00021821,0.34541
2486,0.14568,ZNF398,0.00014182,0.85418
2487,1,ZNF407,8.80E-26,3.79E-10
2488,0.035083,ZNF41,0.0014684,0.96345
2489,0.0067514,ZNF417,0.45579,0.53746
2490,1.00E-09,ZNF418,0.90844,0.091559
2491,0.0053294,ZNF419,0.26907,0.7256
2492,3.32E-05,ZNF425,0.63089,0.36907
2493,0.68181,ZNF460,0.017687,0.3005
2494,0.00031512,ZNF490,0.40064,0.59904
2495,0.99624,ZNF496,9.72E-09,0.0037566
2496,8.49E-08,ZNF510,0.085263,0.91474
2497,0.0075723,ZNF519,0.43061,0.56181
2498,5.36E-05,ZNF529,0.027792,0.97215
2499,5.02E-12,ZNF546,0.20203,0.79797
2500,3.62E-07,ZNF550,0.89003,0.10997
2501,1.08E-07,ZNF567,0.20851,0.79149
2502,2.78E-05,ZNF585A,0.0030993,0.99687
2503,0.0049175,ZNF589,0.28576,0.70932
2504,1.83E-13,ZNF596,0.98426,0.015744
2505,2.13E-07,ZNF599,0.10636,0.89364
2506,0.99999,ZNF608,2.90E-16,5.91E-06
2507,0.00081785,ZNF613,0.0029137,0.99627
2508,2.36E-05,ZNF619,0.078977,0.921
2509,0.000119,ZNF630,0.15392,0.84596
2510,0.15423,ZNF655,0.00062924,0.84514
2511,0.001452,ZNF669,0.30999,0.68856
2512,0.00034522,ZNF670,0.60985,0.3898
2513,0.42,ZNF680,0.031127,0.54887
2514,0.41789,ZNF689,0.00029937,0.58181
2515,4.35E-06,ZNF713,0.14963,0.85037
2516,0.094789,ZNF721,0.31497,0.59024
2517,0.65205,ZNF746,9.14E-06,0.34794
2518,8.24E-05,ZNF764,0.21654,0.78338
2519,0.99998,ZNF777,4.33E-13,1.66E-05
2520,7.13E-06,ZNF778,0.70028,0.29972
2521,4.22E-10,ZNF782,0.43816,0.56184
2522,2.35E-12,ZNF786,0.76282,0.23718
2523,0.0069622,ZNF79,0.0032355,0.9898
2524,0.016971,ZNF8,0.0043283,0.9787
2525,0.55402,ZNF81,0.00051498,0.44546
2526,NA,ZNF84,NA,NA
2527,NA,ZNF860,NA,NA
2528,0.081539,ZNF878,0.1503,0.76816
2529,5.67E-07,ZNF879,0.1231,0.8769
2530,0.90588,ZNRF1,0.00068339,0.093435
2531,4.45E-08,ZPLD1,0.17013,0.82987
2532,1,ZSWIM6,2.38E-18,1.15E-07
